words,Parts of speech,Number of word meanings,word meaning sequence number,Sentiment classification,strength,polarity,polar weight
contractable,idiom,1,1,Confirmed,9,1,2
fengming chaoyang,idiom,1,1,Praiseworthy,5,1,2
luanxiangfengji,idiom,1,1,Praiseworthy,5,1,2
xianglinweifeng,idiom,1,1,Praiseworthy,7,1,2
flat terrace,idiom,1,1,Praiseworthy,5,1,2
change course,idiom,1,1,Praiseworthy,3,0,1
invincible,idiom,1,1,Praiseworthy,7,1,2
xiong zhishi,idiom,1,1,Praiseworthy,5,1,2
naked,idiom,1,1,Blameworthy,5,2,2
tolerate,idiom,1,1,Blameworthy,5,2,2
hopeless,idiom,1,1,Undesirable,5,2,2
nothing accomplished,idiom,1,1,Blameworthy,5,2,2
unworthy descendants,idiom,1,1,Blameworthy,5,2,2
wasting time,idiom,1,1,Blameworthy,5,2,2
stealing,idiom,1,1,Blameworthy,7,2,2
self-defense,idiom,1,1,Blameworthy,7,2,2
rumors spread,idiom,1,1,Blameworthy,5,2,2
underworld coffin,idiom,1,1,Blameworthy,7,2,2
parrot,idiom,1,1,Blameworthy,3,2,2
speculation,idiom,1,1,Blameworthy,7,2,2
belatedly arrived,idiom,1,1,Blameworthy,1,2,2
bankrupt,idiom,1,1,Undesirable,5,0,1
shakubuduri,idiom,1,1,Blameworthy,1,0,1
leaked love,idiom,1,1,Blameworthy,1,0,1
bogei dance,idiom,1,1,Praiseworthy,3,1,2
happy enemies,idiom,1,1,Desirable,1,0,1
jinshijiao,idiom,1,1,Desirable,1,0,1
unrequited love,idiom,1,1,Undesirable,3,0,1
lifelike,idiom,1,1,Praiseworthy,5,1,2
skin beetle,idiom,1,1,Praiseworthy,3,0,1
hypocritical,idiom,1,1,Blameworthy,9,2,2
dentage,idiom,1,1,Blameworthy,5,2,2
duxian elegy,idiom,1,1,Blameworthy,5,2,2
taking credit,idiom,1,1,Blameworthy,5,2,2
self-proclaimed,idiom,1,1,Blameworthy,5,2,2
xixi,nw,1,1,Desirable,5,0,1
i go,nw,1,1,Undesirable,7,0,1
bs,nw,1,1,Blameworthy,7,2,2
cc,nw,1,1,Desirable,5,1,2
speechless,nw,1,1,Undesirable,5,2,2
eighth mother-in-law,nw,1,1,Blameworthy,3,2,2
super cool,nw,1,1,Desirable,9,0,1
_god,nw,1,1,Undesirable,7,0,1
vomit image,nw,1,1,Blameworthy,3,2,2
mpj,nw,1,1,Blameworthy,5,2,2
stubborn,adj,1,1,Blameworthy,5,2,2
intrigues,idiom,1,1,Blameworthy,7,2,2
hollow,adj,1,1,Blameworthy,3,2,2
sentimental,adj,1,1,Blameworthy,3,2,2
hunt,verb,1,1,Blameworthy,1,2,2
arrogant,adj,1,1,Blameworthy,5,2,2
unauthorized,verb,1,1,Blameworthy,1,2,2
indifferent,adj,1,1,Blameworthy,3,2,2
resentful,verb,1,1,Blameworthy,5,2,2
violent,adj,1,1,Blameworthy,5,2,2
bias,noun,1,1,Blameworthy,3,0,1
ostentatious,adj,1,1,Blameworthy,7,2,2
sameness,idiom,1,1,Undesirable,5,2,2
proud,adj,1,1,Blameworthy,7,2,2
snobbish,adj,1,1,Blameworthy,7,2,2
picky,adj,1,1,Blameworthy,5,2,2
be lazy,verb,1,1,Blameworthy,3,2,2
nonsense,idiom,1,1,Blameworthy,7,2,2
suspicious,idiom,1,1,Blameworthy,1,2,2
betrayal,verb,1,1,Blameworthy,5,2,2
savage,adj,1,1,Blameworthy,9,2,2
treacherous,adj,1,1,Blameworthy,9,2,2
obscene,adj,1,1,Blameworthy,7,2,2
deceitful,adj,1,1,Blameworthy,7,2,2
pour thin,adj,1,1,Blameworthy,7,2,2
arrogance,adj,1,1,Blameworthy,7,2,2
old-fashioned,idiom,1,1,Blameworthy,5,2,2
mad,noun,1,1,Blameworthy,5,2,2
headstrong,adj,1,1,Blameworthy,5,2,2
small-minded,adj,1,1,Blameworthy,7,2,2
bad habits,noun,1,1,Blameworthy,9,2,2
selfishness,adj,1,1,Blameworthy,7,2,2
vulgar,adj,1,1,Blameworthy,5,2,2
unreasonable,adj,1,1,Blameworthy,7,2,2
rash,adj,1,1,Blameworthy,5,2,2
stupid,adj,1,1,Blameworthy,7,2,2
stupid,adj,1,1,Blameworthy,7,2,2
thin,adj,1,1,Blameworthy,5,2,2
watery poplar,adj,1,1,Blameworthy,7,2,2
gluttonous,adj,1,1,Blameworthy,3,2,2
weird,adj,1,1,Blameworthy,3,2,2
scribbling,adj,1,1,Blameworthy,5,2,2
sneaky,adj,1,1,Blameworthy,7,2,2
servile,idiom,1,1,Blameworthy,7,2,2
slippery,verb,1,1,Blameworthy,3,2,2
cheating,verb,1,1,Blameworthy,5,2,2
act arbitrarily,idiom,1,1,Blameworthy,7,2,2
idle,adj,1,1,Blameworthy,1,2,2
foolish,noun,1,1,Blameworthy,3,2,2
narcissism,adj,1,1,Blameworthy,3,2,2
slowly,adj,1,1,Blameworthy,3,2,2
use blindly,adj,1,1,Blameworthy,1,2,2
dry,adj,1,1,Blameworthy,3,2,2
obscene,adj,1,1,Blameworthy,7,2,2
erotica,adj,1,1,Blameworthy,5,2,2
quarrel,noun,1,1,Blameworthy,3,2,2
ruthless,adj,1,1,Blameworthy,5,2,2
play tricks,verb,1,1,Blameworthy,1,2,2
eaten alive,idiom,1,1,Blameworthy,5,2,2
notorious,idiom,1,1,Blameworthy,7,2,2
sour,verb,1,1,Blameworthy,3,0,1
proud things,adj,1,1,Blameworthy,5,2,2
display,verb,1,1,Blameworthy,1,2,2
bandang,adj,1,1,Blameworthy,7,2,2
tyranny,noun,1,1,Blameworthy,5,2,2
miser,noun,1,1,Blameworthy,3,2,2
towards,verb,1,1,Desirable,5,2,2
frightened,verb,1,1,Undesirable,5,0,1
whim,idiom,1,1,Blameworthy,3,2,2
enjoyment,verb,1,1,Blameworthy,3,2,2
surprised,verb,1,1,Undesirable,7,0,1
weird,verb,1,1,Undesirable,5,0,1
put down,verb,1,1,Desirable,3,0,1
superb,adj,1,1,Praiseworthy,5,1,2
bing xin,noun,1,1,Praiseworthy,5,1,2
parallel force,verb,1,1,Confirmed,3,1,2
boya,adj,1,1,Praiseworthy,5,1,2
talent,noun,1,1,Praiseworthy,5,1,2
scholarship,noun,1,1,Praiseworthy,5,1,2
skills,noun,1,1,Praiseworthy,5,1,2
bandits,noun,1,1,Blameworthy,5,2,2
intervene,verb,1,1,Blameworthy,3,2,2
slanderous,noun,1,1,Blameworthy,7,2,2
ghost,noun,1,1,Blameworthy,7,2,2
noisy,adj,1,1,Blameworthy,5,2,2
hubbub,noun,1,1,Undesirable,3,2,2
dominate,verb,1,1,Blameworthy,5,2,2
excellent,adj,1,1,Praiseworthy,7,1,2
shen zhi,adj,1,1,Praiseworthy,5,1,2
become famous,verb,1,1,Praiseworthy,5,1,2
heart-eating,verb,1,1,Blameworthy,3,2,2
cold teeth,verb,1,1,Blameworthy,5,2,2
anguished,adj,1,1,Undesirable,5,2,2
scandal,noun,1,1,Blameworthy,5,2,2
teach,verb,1,1,Praiseworthy,5,1,2
chengmu,verb,1,1,Desirable,3,0,1
chongxin,verb,1,1,Praiseworthy,7,1,2
pioneering,noun,1,1,Praiseworthy,5,1,2
naotou,adj,1,1,Undesirable,3,2,2
spring mountain,noun,1,1,Praiseworthy,3,1,2
naive,adj,1,1,Praiseworthy,5,1,2
brag,verb,1,1,Blameworthy,5,2,2
stupid words,noun,1,1,Blameworthy,5,2,2
harsh words,noun,1,1,Blameworthy,3,2,2
escaping criminal,verb,1,1,Blameworthy,5,2,2
wrong meeting,verb,1,1,Blameworthy,3,2,2
fool,noun,1,1,Blameworthy,3,2,2
daozu,noun,1,1,Blameworthy,5,2,2
bandit,noun,1,1,Blameworthy,5,2,2
misappropriate,verb,1,1,Blameworthy,5,2,2
laurel wreath,noun,1,1,Desirable,7,1,2
guoguang,noun,1,1,Praiseworthy,5,1,2
national prestige,noun,1,1,Praiseworthy,1,1,2
sound sleep,verb,1,1,Desirable,3,1,2
enemy agent,noun,1,1,Blameworthy,5,2,2
distant,adj,1,1,Undesirable,3,2,2
lose share,verb,1,1,Blameworthy,3,2,2
drug dealer,noun,1,1,Blameworthy,5,2,2
gambler,noun,1,1,Blameworthy,5,2,2
dating,verb,1,1,Undesirable,3,0,1
disease,noun,1,1,Blameworthy,5,2,2
malignant,adj,1,1,Blameworthy,5,2,2
erchen,noun,1,1,Blameworthy,3,2,2
legally illiterate,noun,1,1,Blameworthy,5,2,2
opposite side,adj,1,1,Blameworthy,3,2,2
big eater,noun,1,1,Blameworthy,7,2,2
be unruly,verb,1,1,Blameworthy,5,2,2
inhuman,adj,1,1,Blameworthy,9,2,2
banditry,noun,1,1,Blameworthy,5,2,2
welcome,verb,1,1,Blameworthy,3,2,2
exaggerated,verb,1,1,Blameworthy,3,2,2
negative corner,verb,1,1,Blameworthy,3,2,2
bureaucracy,noun,1,1,Blameworthy,5,2,2
habitual thief,noun,1,1,Blameworthy,5,2,2
chun gu,adj,1,1,Praiseworthy,5,1,2
compassion,adj,1,1,Praiseworthy,5,1,2
lush,adj,1,1,Desirable,3,1,2
emerald blue,adj,1,1,Desirable,1,1,2
question,verb,1,1,Desirable,1,0,1
bow,verb,1,1,Praiseworthy,3,1,2
grand view,adj,1,1,Praiseworthy,5,1,2
tuas,noun,1,1,Praiseworthy,5,1,2
daya,noun,1,1,Praiseworthy,5,1,2
dai zi,adj,1,1,Desirable,1,0,1
japs,noun,1,1,Blameworthy,7,2,2
be saved,verb,1,1,Desirable,3,0,1
hit,adj,1,1,Desirable,3,1,2
mainstay,noun,1,1,Praiseworthy,7,1,2
exhort,verb,1,1,Undesirable,1,0,1
national humiliation,noun,1,1,Blameworthy,9,2,2
overdone,adj,1,1,Blameworthy,3,2,2
black gold,noun,1,1,Blameworthy,3,2,2
back door,noun,1,1,Blameworthy,1,2,2
disillusionment,verb,1,1,Undesirable,5,2,2
lie,noun,1,1,Blameworthy,3,2,2
filthy behavior,noun,1,1,Blameworthy,5,2,2
asshole,noun,1,1,Blameworthy,5,2,2
occupy,verb,1,1,Blameworthy,3,2,2
prosthetic hand,verb,1,1,Blameworthy,3,2,2
invade,verb,1,1,Blameworthy,3,2,2
restrain,adj,1,1,Blameworthy,1,2,2
lazy,adj,1,1,Blameworthy,7,2,2
empty theory,noun,1,1,Blameworthy,3,2,2
exploring,verb,1,1,Praiseworthy,1,1,2
indulge,verb,1,1,Blameworthy,1,2,2
alone,verb,1,1,Praiseworthy,5,1,2
study hard,verb,1,1,Praiseworthy,5,1,2
duanping,verb,1,1,Praiseworthy,5,1,2
dun quan,verb,1,1,Praiseworthy,3,1,2
work hard,verb,1,1,Praiseworthy,5,1,2
develop,verb,1,1,Praiseworthy,3,0,1
prosperous,adj,1,1,Praiseworthy,5,1,2
fanglie,noun,1,1,Praiseworthy,5,1,2
fang da,adj,1,1,Praiseworthy,1,1,2
feiling,adj,1,1,Praiseworthy,3,1,2
fat,adj,1,1,Praiseworthy,3,1,2
abundance,adj,1,1,Praiseworthy,5,1,2
fuyuan,noun,1,1,Desirable,1,1,2
correct,verb,1,1,Praiseworthy,3,1,2
gangui,adj,1,1,Desirable,5,0,1
rigidity,noun,1,1,Praiseworthy,3,1,2
upscale,adj,1,1,Praiseworthy,5,1,2
gao lang,adj,1,1,Praiseworthy,3,1,2
lao mo,verb,1,1,Blameworthy,5,2,2
cold reception,noun,1,1,Undesirable,3,2,2
make money,verb,1,1,Blameworthy,5,2,2
ling yi,adj,1,1,Blameworthy,3,2,2
drift,noun,1,1,Blameworthy,5,2,2
gao shuang,adj,1,1,Desirable,5,1,2
rioters,noun,1,1,Blameworthy,3,2,2
lost,adj,1,1,Undesirable,5,2,2
bury,verb,1,1,Blameworthy,3,2,2
maozi,noun,1,1,Blameworthy,3,2,2
no way,adj,1,1,Blameworthy,1,2,2
flirting,verb,1,1,Blameworthy,5,2,2
plot,verb,1,1,Blameworthy,5,2,2
stubborn,adj,1,1,Blameworthy,5,2,2
high rise,verb,1,1,Desirable,7,0,1
rebirth,verb,1,1,Praiseworthy,3,1,2
stable work,adj,1,1,Praiseworthy,5,1,2
attack books,verb,1,1,Praiseworthy,3,1,2
accepted,verb,1,1,Confirmed,7,1,2
note,verb,1,1,Undesirable,5,0,1
trouble,verb,1,1,Undesirable,3,2,2
implement,verb,1,1,Praiseworthy,1,0,1
bare,adj,1,1,Desirable,5,1,2
yao yao,adj,1,1,Blameworthy,3,2,2
quarrel,verb,1,1,Blameworthy,3,2,2
disaster,adj,1,1,Undesirable,5,2,2
kunimoto,noun,1,1,Praiseworthy,5,0,1
bite,verb,1,1,Undesirable,7,2,2
enslavement,noun,1,1,Blameworthy,5,2,2
beat,verb,1,1,Blameworthy,7,2,2
false accusation,verb,1,1,Blameworthy,5,2,2
ambition,verb,1,1,Blameworthy,3,2,2
good reviews,noun,1,1,Praiseworthy,7,1,2
skin,noun,1,1,Blameworthy,3,2,2
deviation,noun,1,1,Blameworthy,3,2,2
plagiarize,verb,1,1,Blameworthy,5,2,2
lose money,adj,1,1,Undesirable,3,0,1
wrong way,noun,1,1,Blameworthy,5,2,2
heckle,verb,1,1,Blameworthy,5,2,2
past mistakes,noun,1,1,Blameworthy,3,2,2
gun replacement,noun,1,1,Blameworthy,5,2,2
robbery,verb,1,1,Blameworthy,5,2,2
haohao,adj,1,1,Praiseworthy,3,0,1
he bian,noun,1,1,Praiseworthy,5,1,2
congratulate,verb,1,1,Desirable,9,1,2
red star,noun,1,1,Praiseworthy,5,1,2
hong zhong,noun,1,1,Praiseworthy,3,1,2
macro theory,noun,1,1,Praiseworthy,7,1,2
protect,verb,1,1,Praiseworthy,3,1,2
huacai,noun,1,1,Praiseworthy,5,1,2
sing,verb,1,1,Desirable,5,1,2
feast,noun,1,1,Desirable,5,1,2
return,verb,1,1,Desirable,1,1,2
alive,adj,1,1,Praiseworthy,1,1,2
build virtue,verb,1,1,Praiseworthy,5,1,2
wedding day,noun,1,1,Desirable,7,1,2
steal,verb,1,1,Blameworthy,5,2,2
strife,verb,1,1,Blameworthy,5,2,2
seek perfection,verb,1,1,Blameworthy,1,2,2
make trouble,verb,1,1,Blameworthy,5,2,2
shortcoming,adj,1,1,Blameworthy,9,2,2
gabby,noun,1,1,Blameworthy,3,2,2
disgrace,verb,1,1,Blameworthy,3,2,2
murderous intent,noun,1,1,Blameworthy,5,2,2
snake head,noun,1,1,Blameworthy,5,2,2
anomie,verb,1,1,Blameworthy,3,2,2
miscalculation,noun,1,1,Undesirable,5,2,2
black hands,adj,1,1,Blameworthy,7,2,2
suffer,verb,1,1,Undesirable,5,0,1
controlled,verb,1,1,Undesirable,5,2,2
decline,adj,1,1,Blameworthy,5,2,2
plunder,verb,1,1,Blameworthy,5,2,2
damage,verb,1,1,Blameworthy,5,2,2
bribery,verb,1,1,Blameworthy,5,2,2
deserter,noun,1,1,Blameworthy,5,2,2
corporal punishment,verb,1,1,Blameworthy,5,2,2
downright,adj,1,1,Blameworthy,7,2,2
degenerate,verb,1,1,Blameworthy,3,2,2
fallacy,noun,1,1,Blameworthy,5,2,2
delusion,noun,1,1,Blameworthy,5,2,2
threaten,verb,1,1,Blameworthy,5,2,2
nest owner,noun,1,1,Blameworthy,7,2,2
miscellaneous,adj,1,1,Blameworthy,5,2,2
hippie,noun,1,1,Blameworthy,3,2,2
gab,verb,1,1,Blameworthy,5,2,2
jealous,verb,1,1,Blameworthy,5,2,2
danger,noun,1,1,Undesirable,5,2,2
desolate,adj,1,1,Blameworthy,5,2,2
evil spirit,noun,1,1,Blameworthy,5,2,2
leak,verb,1,1,Blameworthy,5,2,2
murderer,noun,1,1,Blameworthy,5,2,2
homicide,verb,1,1,Undesirable,5,2,2
bear bag,noun,1,1,Blameworthy,5,2,2
false words,noun,1,1,Blameworthy,5,2,2
FALSE,adj,1,1,Blameworthy,5,2,2
dazzled,verb,1,1,Blameworthy,5,2,2
suppress,verb,1,1,Blameworthy,7,2,2
cover up,verb,1,1,Blameworthy,5,2,2
evil wind,noun,1,1,Blameworthy,5,2,2
kiln,noun,1,1,Blameworthy,5,2,2
doubtful,verb,1,1,Disconfirmed,5,2,2
heresy,noun,1,1,Blameworthy,5,2,2
damp,adj,1,1,Blameworthy,3,2,2
pornographic paintings,noun,1,1,Blameworthy,5,2,2
lure,verb,1,1,Blameworthy,5,2,2
mediocrity,noun,1,1,Blameworthy,5,2,2
pedantic,noun,1,1,Blameworthy,5,2,2
stupid people,noun,1,1,Blameworthy,5,2,2
yu ran,adj,1,1,Undesirable,5,2,2
injustice,noun,1,1,Blameworthy,5,2,2
resentment,noun,1,1,Blameworthy,5,2,2
diligently,adj,1,1,Praiseworthy,5,1,2
distracting thoughts,noun,1,1,Blameworthy,3,2,2
beautiful scene,noun,1,1,Praiseworthy,7,1,2
not reconciled,adj,1,1,Undesirable,5,0,1
jingwei reclamation,idiom,2,1,Praiseworthy,5,1,2
good,adj,1,1,Praiseworthy,9,1,2
close friend,noun,1,1,Desirable,7,1,2
favoritism,verb,1,1,Blameworthy,5,2,2
know-it-all,verb,1,1,Praiseworthy,7,1,2
spotless,idiom,1,1,Praiseworthy,5,1,2
example,noun,1,1,Praiseworthy,5,1,2
fiddle,verb,1,1,Blameworthy,5,2,2
bachelor,noun,2,1,Blameworthy,7,2,2
hate,verb,1,1,Blameworthy,7,0,1
capable,adj,1,1,Praiseworthy,7,1,2
lazy,adj,1,1,Blameworthy,5,2,2
thick,adj,1,1,Blameworthy,3,0,1
amazing,adj,1,1,Undesirable,7,0,1
valiant,adj,1,1,Praiseworthy,7,1,2
unwilling,verb,1,1,Undesirable,9,0,1
rongrong,adj,2,1,Desirable,5,1,2
bad thing,noun,2,1,Blameworthy,7,2,2
collapse,verb,1,1,Undesirable,9,0,1
muddle along,idiom,1,1,Blameworthy,5,2,2
tolerant,adj,1,1,Praiseworthy,7,1,2
enjoy yourself,idiom,1,1,Desirable,7,1,2
in love,verb,1,1,Desirable,9,0,1
warts,noun,1,1,Blameworthy,9,2,2
every detail,idiom,1,1,Praiseworthy,5,1,2
considerate,idiom,1,1,Praiseworthy,5,1,2
victory,verb,1,1,Desirable,7,1,2
cover,verb,1,1,Blameworthy,3,2,2
corpse meal,idiom,1,1,Blameworthy,7,2,2
manage,noun,2,1,Praiseworthy,5,1,2
grow up,noun,1,1,Praiseworthy,5,0,1
safely,adj,1,1,Desirable,5,0,1
seductive,adj,1,1,Blameworthy,5,2,2
commonplace,adj,2,1,Blameworthy,7,2,2
not thoughtful,adj,1,1,Blameworthy,3,2,2
look up,verb,2,1,Praiseworthy,7,1,2
rat,noun,1,1,Blameworthy,9,2,2
childish,adj,1,1,Blameworthy,7,2,2
family heirloom,noun,1,1,Praiseworthy,7,1,2
groundless worries,idiom,1,1,Blameworthy,3,2,2
merit,noun,1,1,Praiseworthy,9,1,2
mediocre,adj,1,1,Blameworthy,3,2,2
clever,adj,1,1,Praiseworthy,7,1,2
sincerely,idiom,1,1,Confirmed,5,0,1
privately,adv,1,1,Blameworthy,3,2,2
like,verb,2,1,Desirable,5,1,2
fall,verb,1,1,Undesirable,7,0,1
panicked,adj,1,1,Undesirable,7,0,1
negligence,verb,2,1,Blameworthy,3,2,2
old tune,noun,1,1,Blameworthy,3,2,2
set fire,verb,1,1,Blameworthy,5,2,2
desert,adj,2,1,Undesirable,3,0,1
plump,adj,1,1,Praiseworthy,5,1,2
move around,verb,1,1,Blameworthy,9,2,2
sincere,adj,1,1,Praiseworthy,5,1,2
meritorious deeds,noun,1,1,Praiseworthy,9,1,2
annoy,verb,1,1,Undesirable,9,2,2
trouble,noun,1,1,Blameworthy,9,2,2
guilty,verb,2,1,Undesirable,1,2,2
really,adj,2,1,Praiseworthy,5,1,2
master,noun,1,1,Praiseworthy,5,1,2
drowsy,adj,1,1,Undesirable,5,0,1
gentle,adj,1,1,Praiseworthy,1,0,1
lacking,verb,1,1,Blameworthy,3,0,1
critical moment,idiom,1,1,Undesirable,5,0,1
careless,noun,1,1,Blameworthy,3,2,2
nostalgic,verb,1,1,Undesirable,7,0,1
oiran,noun,1,1,Praiseworthy,7,1,2
bitter,adv,1,1,Undesirable,7,0,1
waste,verb,1,1,Blameworthy,5,2,2
wander,verb,1,1,Undesirable,7,0,1
shameful,adj,2,1,Undesirable,5,2,2
brute,noun,1,1,Blameworthy,9,2,2
well-known,idiom,1,1,Praiseworthy,9,1,2
stand out,verb,1,1,Desirable,5,0,1
talk,verb,1,1,Blameworthy,5,2,2
exquisite,adj,1,1,Praiseworthy,5,1,2
frowning,idiom,1,1,Undesirable,9,0,1
talk nonsense,noun,1,1,Blameworthy,5,2,2
chaos,adj,1,1,Undesirable,5,2,2
rich,adj,1,1,Praiseworthy,5,1,2
seamless,idiom,1,1,Praiseworthy,9,1,2
kidnapper,noun,1,1,Blameworthy,5,2,2
general,adj,1,1,Blameworthy,3,0,1
weak,adj,1,1,Blameworthy,5,2,2
unnecessary,adj,1,1,Blameworthy,7,2,2
shen min,noun,2,1,Blameworthy,5,2,2
rigid,verb,1,1,Blameworthy,3,2,2
fantasy,noun,1,1,Blameworthy,7,2,2
shameful,adj,1,1,Blameworthy,9,2,2
carefully carved,verb,1,1,Praiseworthy,5,1,2
ringing,adj,1,1,Praiseworthy,5,1,2
make excuses,verb,1,1,Blameworthy,5,2,2
convulsions,verb,1,1,Blameworthy,5,2,2
pimple,noun,1,1,Undesirable,5,0,1
tragic,adj,2,1,Undesirable,5,2,2
magnificent,adj,1,1,Praiseworthy,9,1,2
good guy,adj,2,1,Praiseworthy,7,1,2
senior,noun,1,1,Praiseworthy,5,0,1
sporadic,adj,1,1,Undesirable,1,0,1
difficulty,adj,1,1,Undesirable,7,0,1
nonsense,verb,1,1,Blameworthy,7,2,2
solve,verb,2,2,Blameworthy,1,0,1
yama,noun,2,2,Praiseworthy,5,1,2
convenience,adj,2,2,Praiseworthy,5,1,2
bright,adj,2,2,Desirable,3,1,2
sweet,adj,2,2,Desirable,5,1,2
ecstasy,verb,1,1,Undesirable,7,0,1
deserted,adj,2,2,Blameworthy,5,2,2
abuse,noun,2,2,Undesirable,5,2,2
moving,adj,2,2,Desirable,3,1,2
dejected,idiom,2,2,Blameworthy,5,0,1
back time,adj,2,2,Undesirable,5,2,2
frame,verb,1,1,Blameworthy,7,2,2
dirty,adj,1,1,Blameworthy,5,2,2
punish,verb,1,1,Blameworthy,5,2,2
stolen goods,verb,1,1,Blameworthy,7,2,2
dismember,noun,1,1,Blameworthy,5,2,2
unsalable,adj,1,1,Blameworthy,5,2,2
qingshun,adj,1,1,Praiseworthy,3,0,1
qingyue,adj,1,1,Praiseworthy,5,1,2
qingqiao,adj,1,1,Praiseworthy,5,1,2
celebrate,verb,1,1,Desirable,5,1,2
complete victory,noun,1,1,Praiseworthy,5,1,2
ren xia,adj,1,1,Praiseworthy,5,1,2
wisdom,adj,1,1,Praiseworthy,5,1,2
good deeds,noun,1,1,Praiseworthy,5,1,2
divine power,adj,1,1,Praiseworthy,5,1,2
worry free,adj,1,1,Praiseworthy,3,1,2
grand occasion,noun,1,1,Praiseworthy,5,1,2
poetry,noun,1,1,Praiseworthy,5,1,2
shuangjian,adj,1,1,Praiseworthy,5,1,2
with distinction,adj,1,1,Praiseworthy,5,1,2
playing dumb,verb,1,1,Blameworthy,5,2,2
causing trouble,verb,1,1,Blameworthy,5,2,2
mouth long,verb,1,1,Blameworthy,5,2,2
sin,noun,1,1,Blameworthy,9,2,2
seek death,verb,1,1,Blameworthy,9,2,2
sitting wrongly,verb,1,1,Blameworthy,7,2,2
happy,verb,1,1,Desirable,5,1,2
intimate,verb,1,1,Desirable,5,1,2
wanli,adj,1,1,Praiseworthy,5,1,2
calm,adj,1,1,Praiseworthy,3,1,2
worao,adj,1,1,Praiseworthy,5,1,2
unparalleled,adj,1,1,Praiseworthy,9,1,2
tender,adj,1,1,Praiseworthy,5,1,2
sage,noun,1,1,Praiseworthy,5,1,2
slim,adj,1,1,Praiseworthy,5,1,2
xiaojian,adj,1,1,Praiseworthy,5,1,2
xinxiu,adj,1,1,Praiseworthy,5,1,2
congratulations,verb,1,1,Praiseworthy,5,1,2
xiurun,adj,1,1,Praiseworthy,5,1,2
xuanhe,adj,1,1,Praiseworthy,5,1,2
honorable mention,noun,1,1,Praiseworthy,5,1,2
yahuai,noun,1,1,Praiseworthy,5,1,2
yan hong,adj,1,1,Praiseworthy,5,1,2
yan yu,verb,1,1,Praiseworthy,5,1,2
yiyong,adj,1,1,Praiseworthy,5,1,2
british style,noun,1,1,Praiseworthy,5,1,2
yingxiu,adj,1,1,Praiseworthy,5,1,2
yingying,adj,1,1,Praiseworthy,3,1,2
brave decision,adj,1,1,Praiseworthy,7,1,2
gift,verb,1,1,Desirable,5,1,2
secluded rhyme,adj,1,1,Praiseworthy,5,1,2
yousu,adj,1,1,Praiseworthy,5,1,2
delicious food,noun,1,1,Praiseworthy,7,1,2
recommend,verb,1,1,Confirmed,7,1,2
insightful,noun,1,1,Praiseworthy,7,1,2
effective,verb,1,1,Praiseworthy,5,1,2
country,noun,1,1,Praiseworthy,3,1,2
reward,noun,1,1,Praiseworthy,3,1,2
jiaoyan,adj,1,1,Praiseworthy,5,1,2
outstanding,adj,1,1,Praiseworthy,9,1,2
lessons learned,noun,1,1,Praiseworthy,5,1,2
quench thirst,verb,1,1,Praiseworthy,3,1,2
woman,noun,1,1,Praiseworthy,7,1,2
golden soup,noun,1,1,Confirmed,7,1,2
war eagle,noun,1,1,Praiseworthy,7,1,2
treasure,noun,1,1,Desirable,7,1,2
tidbits,noun,1,1,Undesirable,5,1,2
right argument,noun,1,1,Praiseworthy,5,1,2
give advice,verb,1,1,Praiseworthy,5,1,2
top quality,noun,1,1,Praiseworthy,7,1,2
dedicated,verb,1,1,Praiseworthy,5,1,2
clever,noun,1,1,Praiseworthy,5,1,2
advice,noun,1,1,Praiseworthy,7,1,2
nourish,verb,1,1,Praiseworthy,3,1,2
progress,noun,1,1,Desirable,3,1,2
promotion,verb,1,1,Desirable,3,1,2
dignity,noun,1,1,Praiseworthy,5,1,2
have fun,adj,1,1,Desirable,7,1,2
fine book,noun,1,1,Praiseworthy,3,1,2
diligence,verb,1,1,Praiseworthy,5,1,2
agile,adj,1,1,Praiseworthy,5,1,2
proficient,verb,1,1,Praiseworthy,7,1,2
seiichi,adj,1,1,Praiseworthy,5,1,2
purify,verb,1,1,Praiseworthy,1,1,2
jiongran,adj,1,1,Praiseworthy,5,1,2
savior,noun,1,1,Praiseworthy,5,1,2
giant structure,noun,1,1,Praiseworthy,5,1,2
sacrifice,verb,1,1,Praiseworthy,3,1,2
nao zhi,adj,1,1,Praiseworthy,7,1,2
ignore,idiom,1,1,Blameworthy,5,2,2
anran,adj,1,1,Praiseworthy,5,1,2
banban sixty-four,idiom,1,1,Blameworthy,5,2,2
violent nature,idiom,1,1,Blameworthy,9,2,2
submissive,idiom,1,1,Blameworthy,7,2,2
kind hearted,idiom,1,1,Praiseworthy,7,1,2
valuable,prep,1,1,Praiseworthy,3,1,2
not right,idiom,1,1,Blameworthy,5,2,2
lush,idiom,1,1,Praiseworthy,5,1,2
colorful,idiom,1,1,Praiseworthy,7,1,2
be honest,idiom,1,1,Praiseworthy,7,1,2
disrespectful,verb,1,1,Blameworthy,7,2,2
tastes fresh,prep,1,1,Praiseworthy,7,1,2
in private,verb,1,1,Blameworthy,7,2,2
loose,adj,1,1,Blameworthy,7,2,2
too casual,adj,1,1,Blameworthy,9,2,2
metamorphosis,idiom,1,1,Blameworthy,9,2,2
worthless,prep,1,1,Blameworthy,5,2,2
unattractive,prep,1,1,Blameworthy,5,2,2
danger abounds,idiom,1,1,Undesirable,7,2,2
penniless,idiom,1,1,Undesirable,5,2,2
